County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
San Benito,2020-05-15T00:00:00,57,2,1,0,1,0
San Bernardino,2020-05-15T00:00:00,3225,150,125,69,51,14
San Diego,2020-05-15T00:00:00,5525,235,326,66,139,12
San Francisco,2020-05-15T00:00:00,2062,36,56,33,19,4
San Joaquin,2020-05-15T00:00:00,656,31,11,34,3,13
San Luis Obispo,2020-05-15T00:00:00,237,1,1,4,1,2
San Mateo,2020-05-15T00:00:00,1612,67,30,24,10,6
Santa Barbara,2020-05-15T00:00:00,1409,11,26,6,12,2
Santa Clara,2020-05-15T00:00:00,2395,136,48,27,23,2
Santa Cruz,2020-05-15T00:00:00,146,3,1,0,0,0
Shasta,2020-05-15T00:00:00,33,4,0,0,0,0
Sierra,2020-05-15T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-15T00:00:00,5,0,0,0,0,0
Solano,2020-05-15T00:00:00,388,16,14,26,8,1
Sonoma,2020-05-15T00:00:00,349,4,5,34,3,1
Stanislaus,2020-05-15T00:00:00,540,24,19,19,3,2
Sutter,2020-05-15T00:00:00,35,2,0,0,0,0
Tehama,2020-05-15T00:00:00,1,1,0,1,0,1
Trinity,2020-05-15T00:00:00,1,0,0,0,0,0
Tulare,2020-05-15T00:00:00,1356,64,38,1,9,0
Tuolumne,2020-05-15T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-15T00:00:00,3,0,0,0,0,0
Ventura,2020-05-15T00:00:00,789,25,27,20,14,5
Yolo,2020-05-15T00:00:00,182,22,0,0,0,0
Yuba,2020-05-15T00:00:00,21,1,0,0,0,0
Alameda,2020-05-16T00:00:00,2327,85,81,64,40,10
Alpine,2020-05-16T00:00:00,1,0,0,0,0,0
Amador,2020-05-16T00:00:00,8,0,0,0,0,0
Butte,2020-05-16T00:00:00,22,0,2,1,1,0
Calaveras,2020-05-16T00:00:00,13,0,0,0,0,0
Colusa,2020-05-16T00:00:00,3,0,0,0,0,0
Contra Costa,2020-05-16T00:00:00,1136,33,16,34,9,8
Del Norte,2020-05-16T00:00:00,4,0,0,0,0,0
El Dorado,2020-05-16T00:00:00,65,0,1,3,1,0
Fresno,2020-05-16T00:00:00,1177,16,58,39,16,4
Glenn,2020-05-16T00:00:00,9,0,0,0,0,0
Humboldt,2020-05-16T00:00:00,69,0,3,4,1,0
Imperial,2020-05-16T00:00:00,712,15,60,1,18,0
Inyo,2020-05-16T00:00:00,20,1,0,0,0,0
Kern,2020-05-16T00:00:00,1509,25,36,15,18,1
Kings,2020-05-16T00:00:00,356,2,20,2,2,1
Lake,2020-05-16T00:00:00,7,0,0,0,0,0
Lassen,2020-05-16T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-16T00:00:00,37352,1793,1570,516,483,80
Madera,2020-05-16T00:00:00,70,2,0,0,0,0
Marin,2020-05-16T00:00:00,297,14,1,10,0,0
Mariposa,2020-05-16T00:00:00,15,1,0,0,0,0
Mendocino,2020-05-16T00:00:00,10,0,0,0,0,0
Merced,2020-05-16T00:00:00,201,6,6,1,5,0
Modoc,2020-05-16T00:00:00,0,0,0,0,0,0
Mono,2020-05-16T00:00:00,32,1,0,0,0,0
Monterey,2020-05-16T00:00:00,329,8,8,1,4,0
Napa,2020-05-16T00:00:00,86,3,1,3,1,0
Nevada,2020-05-16T00:00:00,41,1,0,0,0,2
Orange,2020-05-16T00:00:00,4396,87,251,74,103,18
Placer,2020-05-16T00:00:00,174,9,3,25,0,7
Plumas,2020-05-16T00:00:00,4,0,0,0,0,0
Riverside,2020-05-16T00:00:00,5633,259,183,83,68,17
Sacramento,2020-05-16T00:00:00,1209,55,12,34,5,7
San Benito,2020-05-16T00:00:00,58,2,1,0,1,0
San Bernardino,2020-05-16T00:00:00,3362,155,122,79,54,13
San Diego,2020-05-16T00:00:00,5664,235,319,51,138,15
San Francisco,2020-05-16T00:00:00,2094,36,44,30,20,4
San Joaquin,2020-05-16T00:00:00,668,32,11,19,2,10
San Luis Obispo,2020-05-16T00:00:00,240,1,1,5,1,1
San Mateo,2020-05-16T00:00:00,1652,68,31,23,9,5
Santa Barbara,2020-05-16T00:00:00,1422,11,27,7,12,3
Santa Clara,2020-05-16T00:00:00,2420,136,51,39,22,6
Santa Cruz,2020-05-16T00:00:00,154,3,1,0,0,0
Shasta,2020-05-16T00:00:00,33,4,0,0,0,0
Sierra,2020-05-16T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-16T00:00:00,6,0,0,1,0,1
Solano,2020-05-16T00:00:00,392,16,14,26,9,1
Sonoma,2020-05-16T00:00:00,356,4,5,31,2,0
Stanislaus,2020-05-16T00:00:00,546,24,19,20,1,2
Sutter,2020-05-16T00:00:00,35,2,0,0,0,0
Tehama,2020-05-16T00:00:00,2,1,0,0,0,0
Trinity,2020-05-16T00:00:00,1,0,0,0,0,0
Tulare,2020-05-16T00:00:00,1426,67,40,1,10,0
Tuolumne,2020-05-16T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-16T00:00:00,4,0,0,0,0,0
Ventura,2020-05-16T00:00:00,813,25,27,23,13,8
Yolo,2020-05-16T00:00:00,181,22,0,1,0,0
Yuba,2020-05-16T00:00:00,21,1,0,0,0,0
Alameda,2020-05-17T00:00:00,2389,85,74,72,38,15
Alpine,2020-05-17T00:00:00,1,0,0,0,0,0
Amador,2020-05-17T00:00:00,8,0,0,0,0,0
Butte,2020-05-17T00:00:00,23,0,2,0,1,0
Calaveras,2020-05-17T00:00:00,13,0,0,0,0,0
Colusa,2020-05-17T00:00:00,3,0,0,0,0,0
Contra Costa,2020-05-17T00:00:00,1155,33,16,39,9,9
Del Norte,2020-05-17T00:00:00,7,0,0,0,0,0
El Dorado,2020-05-17T00:00:00,65,0,1,3,1,1
Fresno,2020-05-17T00:00:00,1213,16,60,46,18,10
Glenn,2020-05-17T00:00:00,9,0,0,0,0,0
Humboldt,2020-05-17T00:00:00,70,0,4,1,1,0
Imperial,2020-05-17T00:00:00,715,15,68,3,18,0
Inyo,2020-05-17T00:00:00,20,1,0,0,0,0
Kern,2020-05-17T00:00:00,1546,26,36,12,17,1
Kings,2020-05-17T00:00:00,356,2,21,4,4,1
Lake,2020-05-17T00:00:00,7,0,0,0,0,0
Lassen,2020-05-17T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-17T00:00:00,37996,1821,1549,558,478,97
Madera,2020-05-17T00:00:00,69,2,0,0,0,0
Marin,2020-05-17T00:00:00,315,14,1,11,0,0
Mariposa,2020-05-17T00:00:00,15,1,0,1,0,0
Mendocino,2020-05-17T00:00:00,10,0,1,0,1,0
Merced,2020-05-17T00:00:00,214,6,6,3,5,0
Modoc,2020-05-17T00:00:00,0,0,1,0,0,0
Mono,2020-05-17T00:00:00,32,1,0,0,0,0
Monterey,2020-05-17T00:00:00,342,8,8,2,4,0
Napa,2020-05-17T00:00:00,89,3,1,2,1,0
Nevada,2020-05-17T00:00:00,41,1,0,0,0,1
Orange,2020-05-17T00:00:00,4466,88,267,88,117,18
Placer,2020-05-17T00:00:00,175,9,2,25,0,7
Plumas,2020-05-17T00:00:00,4,0,0,0,0,0
Riverside,2020-05-17T00:00:00,5776,263,186,91,68,18
Sacramento,2020-05-17T00:00:00,1224,55,15,41,6,8
San Benito,2020-05-17T00:00:00,59,2,1,0,1,0
San Bernardino,2020-05-17T00:00:00,3467,155,129,81,52,15
San Diego,2020-05-17T00:00:00,5838,242,321,59,140,10
San Francisco,2020-05-17T00:00:00,2132,36,40,31,18,5
San Joaquin,2020-05-17T00:00:00,688,32,10,18,1,9
San Luis Obispo,2020-05-17T00:00:00,242,1,1,4,1,1
San Mateo,2020-05-17T00:00:00,1680,68,32,23,9,6
Santa Barbara,2020-05-17T00:00:00,1457,11,25,6,12,4
Santa Clara,2020-05-17T00:00:00,2453,136,44,38,19,6
Santa Cruz,2020-05-17T00:00:00,155,3,1,0,0,0
Shasta,2020-05-17T00:00:00,34,4,0,0,1,0
Sierra,2020-05-17T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-17T00:00:00,6,0,0,1,0,1
Solano,2020-05-17T00:00:00,392,16,17,30,9,1
Sonoma,2020-05-17T00:00:00,376,4,5,26,3,0
Stanislaus,2020-05-17T00:00:00,566,24,20,21,1,2
Sutter,2020-05-17T00:00:00,38,2,0,0,0,0
Tehama,2020-05-17T00:00:00,2,1,0,0,0,0
Trinity,2020-05-17T00:00:00,1,0,0,0,0,0
Tulare,2020-05-17T00:00:00,1430,67,40,1,10,0
Tuolumne,2020-05-17T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-17T00:00:00,3,0,0,0,0,0
Ventura,2020-05-17T00:00:00,838,25,31,13,11,2
Yolo,2020-05-17T00:00:00,182,22,0,0,1,1
Yuba,2020-05-17T00:00:00,21,1,1,0,0,0
Alameda,2020-05-18T00:00:00,2442,88,87,51,42,10
Alpine,2020-05-18T00:00:00,1,0,0,0,0,0
Amador,2020-05-18T00:00:00,8,0,0,1,0,1
Butte,2020-05-18T00:00:00,24,0,2,1,1,0
Calaveras,2020-05-18T00:00:00,13,0,0,0,0,0
Colusa,2020-05-18T00:00:00,3,0,0,1,0,1
Contra Costa,2020-05-18T00:00:00,1173,33,19,51,9,10
Del Norte,2020-05-18T00:00:00,8,0,0,0,0,0
El Dorado,2020-05-18T00:00:00,67,0,1,3,1,1
Fresno,2020-05-18T00:00:00,1244,17,61,44,15,4
Glenn,2020-05-18T00:00:00,11,0,0,0,0,0
Humboldt,2020-05-18T00:00:00,70,0,4,1,1,0
Imperial,2020-05-18T00:00:00,767,15,73,1,17,0
Inyo,2020-05-18T00:00:00,20,1,0,0,0,0
Kern,2020-05-18T00:00:00,1566,26,36,12,18,0
Kings,2020-05-18T00:00:00,381,2,21,4,5,1
Lake,2020-05-18T00:00:00,9,0,0,2,0,0
Lassen,2020-05-18T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-18T00:00:00,38477,1839,1531,520,483,87
Madera,2020-05-18T00:00:00,74,2,0,2,0,0
Marin,2020-05-18T00:00:00,329,14,4,8,0,3
Mariposa,2020-05-18T00:00:00,15,1,0,2,0,0
Mendocino,2020-05-18T00:00:00,12,0,1,0,1,0
Merced,2020-05-18T00:00:00,217,6,6,0,5,0
Modoc,2020-05-18T00:00:00,0,0,0,1,0,0
Mono,2020-05-18T00:00:00,33,1,0,0,0,0
Monterey,2020-05-18T00:00:00,345,8,8,1,4,0
Napa,2020-05-18T00:00:00,92,3,1,0,1,1
Nevada,2020-05-18T00:00:00,41,1,0,0,0,0
Orange,2020-05-18T00:00:00,4558,88,263,78,111,12
Placer,2020-05-18T00:00:00,176,9,1,34,0,4
Plumas,2020-05-18T00:00:00,5,0,0,0,0,0
Riverside,2020-05-18T00:00:00,5873,268,195,86,68,18
Sacramento,2020-05-18T00:00:00,1233,56,13,58,4,14
San Benito,2020-05-18T00:00:00,59,2,1,0,1,0
San Bernardino,2020-05-18T00:00:00,3558,155,140,81,52,14
San Diego,2020-05-18T00:00:00,5948,242,329,49,139,10
San Francisco,2020-05-18T00:00:00,2183,36,46,33,22,9
San Joaquin,2020-05-18T00:00:00,697,32,9,23,1,8
San Luis Obispo,2020-05-18T00:00:00,243,1,1,2,1,1
San Mateo,2020-05-18T00:00:00,1701,68,41,19,10,5
Santa Barbara,2020-05-18T00:00:00,1501,11,25,2,11,3
Santa Clara,2020-05-18T00:00:00,2468,136,46,33,17,5
Santa Cruz,2020-05-18T00:00:00,160,3,2,0,0,0
Shasta,2020-05-18T00:00:00,34,4,0,0,0,0
Sierra,2020-05-18T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-18T00:00:00,6,0,0,0,0,0
Solano,2020-05-18T00:00:00,398,16,16,27,9,2
Sonoma,2020-05-18T00:00:00,387,4,3,20,2,2
Stanislaus,2020-05-18T00:00:00,572,26,18,20,1,1
Sutter,2020-05-18T00:00:00,38,2,0,0,0,0
Tehama,2020-05-18T00:00:00,2,1,0,1,0,0
Trinity,2020-05-18T00:00:00,1,0,0,0,0,0
Tulare,2020-05-18T00:00:00,1491,67,35,1,9,1
Tuolumne,2020-05-18T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-18T00:00:00,3,0,0,0,0,0
Ventura,2020-05-18T00:00:00,850,27,33,16,15,3
Yolo,2020-05-18T00:00:00,183,22,0,0,0,0
Yuba,2020-05-18T00:00:00,23,1,1,0,0,0
Alameda,2020-05-19T00:00:00,2493,88,83,108,40,16
Alpine,2020-05-19T00:00:00,1,0,0,0,0,0
Amador,2020-05-19T00:00:00,9,0,0,0,0,0
Butte,2020-05-19T00:00:00,25,0,1,0,1,0
Calaveras,2020-05-19T00:00:00,13,0,0,0,0,0
Colusa,2020-05-19T00:00:00,3,0,0,1,0,1
Contra Costa,2020-05-19T00:00:00,1205,33,14,74,9,8
Del Norte,2020-05-19T00:00:00,8,0,0,0,0,0
El Dorado,2020-05-19T00:00:00,67,0,0,2,0,2
Fresno,2020-05-19T00:00:00,1288,17,64,43,17,7
Glenn,2020-05-19T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-19T00:00:00,72,0,4,3,1,0
Imperial,2020-05-19T00:00:00,1012,18,74,4,19,0
Inyo,2020-05-19T00:00:00,20,1,0,0,0,0
Kern,2020-05-19T00:00:00,1601,26,42,11,20,1
Kings,2020-05-19T00:00:00,393,2,23,1,5,1
Lake,2020-05-19T00:00:00,11,0,0,1,0,1
Lassen,2020-05-19T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-19T00:00:00,39670,1913,1517,619,466,94
Madera,2020-05-19T00:00:00,80,2,0,1,0,0
Marin,2020-05-19T00:00:00,340,14,4,20,0,2
Mariposa,2020-05-19T00:00:00,15,1,0,3,0,0
Mendocino,2020-05-19T00:00:00,12,0,1,0,1,0
Merced,2020-05-19T00:00:00,222,6,7,1,4,0
Modoc,2020-05-19T00:00:00,0,0,0,1,0,0
Mono,2020-05-19T00:00:00,33,1,0,0,0,0
Monterey,2020-05-19T00:00:00,350,8,11,0,4,0
Napa,2020-05-19T00:00:00,93,3,1,0,1,1
Nevada,2020-05-19T00:00:00,41,1,0,0,0,0
Orange,2020-05-19T00:00:00,4746,88,269,97,116,19
Placer,2020-05-19T00:00:00,177,9,3,45,0,6
Plumas,2020-05-19T00:00:00,5,0,0,0,0,0
Riverside,2020-05-19T00:00:00,5963,274,189,103,69,31
Sacramento,2020-05-19T00:00:00,1239,57,11,90,4,12
San Benito,2020-05-19T00:00:00,59,2,1,0,1,0
San Bernardino,2020-05-19T00:00:00,3656,157,134,76,55,20
San Diego,2020-05-19T00:00:00,6028,242,319,68,142,13
San Francisco,2020-05-19T00:00:00,2186,36,48,26,18,2
San Joaquin,2020-05-19T00:00:00,705,33,7,26,2,10
San Luis Obispo,2020-05-19T00:00:00,245,1,2,1,1,1
San Mateo,2020-05-19T00:00:00,1704,75,41,30,10,5
Santa Barbara,2020-05-19T00:00:00,1521,11,23,5,11,2
Santa Clara,2020-05-19T00:00:00,2480,139,43,57,16,6
Santa Cruz,2020-05-19T00:00:00,161,3,1,0,0,0
Shasta,2020-05-19T00:00:00,34,4,0,0,0,0
Sierra,2020-05-19T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-19T00:00:00,6,0,0,0,0,0
Solano,2020-05-19T00:00:00,415,16,18,29,9,3
Sonoma,2020-05-19T00:00:00,389,4,4,24,2,2
Stanislaus,2020-05-19T00:00:00,582,26,17,31,3,2
Sutter,2020-05-19T00:00:00,38,2,0,0,0,0
Tehama,2020-05-19T00:00:00,2,1,0,0,0,0
Trinity,2020-05-19T00:00:00,1,0,0,0,0,0
Tulare,2020-05-19T00:00:00,1551,71,37,5,9,2
Tuolumne,2020-05-19T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-19T00:00:00,6,0,0,0,0,0
Ventura,2020-05-19T00:00:00,861,28,33,27,12,7
Yolo,2020-05-19T00:00:00,183,22,0,0,0,0
Yuba,2020-05-19T00:00:00,23,1,1,0,0,0
Alameda,2020-05-20T00:00:00,2554,88,81,134,39,24
Alpine,2020-05-20T00:00:00,1,0,0,0,0,0
Amador,2020-05-20T00:00:00,9,0,0,0,0,0
Butte,2020-05-20T00:00:00,30,0,4,1,2,0
Calaveras,2020-05-20T00:00:00,13,0,0,0,0,0
Colusa,2020-05-20T00:00:00,3,0,0,0,0,0
Contra Costa,2020-05-20T00:00:00,1223,33,9,73,6,9
Del Norte,2020-05-20T00:00:00,9,0,0,0,0,0
El Dorado,2020-05-20T00:00:00,67,0,0,2,0,2
Fresno,2020-05-20T00:00:00,1329,20,56,41,14,4
Glenn,2020-05-20T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-20T00:00:00,73,0,4,8,1,1
Imperial,2020-05-20T00:00:00,1047,18,80,3,22,0
Inyo,2020-05-20T00:00:00,20,1,0,0,0,0
Kern,2020-05-20T00:00:00,1639,27,48,8,21,2
Kings,2020-05-20T00:00:00,403,2,22,4,5,0
Lake,2020-05-20T00:00:00,9,0,0,2,0,0
Lassen,2020-05-20T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-20T00:00:00,40932,1970,1506,561,452,87
Madera,2020-05-20T00:00:00,82,2,0,4,0,0
Marin,2020-05-20T00:00:00,348,14,4,25,0,0
Mariposa,2020-05-20T00:00:00,15,1,0,2,0,0
Mendocino,2020-05-20T00:00:00,12,0,1,0,1,0
Merced,2020-05-20T00:00:00,225,6,8,1,4,0
Modoc,2020-05-20T00:00:00,0,0,0,1,0,0
Mono,2020-05-20T00:00:00,33,1,0,0,0,0
Monterey,2020-05-20T00:00:00,356,8,10,0,4,0
Napa,2020-05-20T00:00:00,93,3,1,0,1,1
Nevada,2020-05-20T00:00:00,41,1,0,0,0,0
Orange,2020-05-20T00:00:00,4866,98,275,113,120,10
Placer,2020-05-20T00:00:00,176,9,4,52,0,5
Plumas,2020-05-20T00:00:00,4,0,0,0,0,0
Riverside,2020-05-20T00:00:00,6090,283,183,107,67,28
Sacramento,2020-05-20T00:00:00,1244,57,11,92,3,14
San Benito,2020-05-20T00:00:00,61,2,1,0,1,0
San Bernardino,2020-05-20T00:00:00,3771,158,127,89,51,14
San Diego,2020-05-20T00:00:00,6142,262,335,69,140,10
San Francisco,2020-05-20T00:00:00,2199,37,47,32,20,7
San Joaquin,2020-05-20T00:00:00,713,33,9,29,3,6
San Luis Obispo,2020-05-20T00:00:00,249,1,2,6,1,2
San Mateo,2020-05-20T00:00:00,1739,75,37,37,11,6
Santa Barbara,2020-05-20T00:00:00,1524,11,23,4,11,1
Santa Clara,2020-05-20T00:00:00,2508,139,40,56,16,5
Santa Cruz,2020-05-20T00:00:00,163,3,3,0,0,0
Shasta,2020-05-20T00:00:00,34,4,0,0,0,0
Sierra,2020-05-20T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-20T00:00:00,6,0,0,0,0,0
Solano,2020-05-20T00:00:00,418,18,18,37,9,2
Sonoma,2020-05-20T00:00:00,411,4,2,34,2,2
Stanislaus,2020-05-20T00:00:00,584,26,18,30,3,5
Sutter,2020-05-20T00:00:00,38,2,0,0,0,0
Tehama,2020-05-20T00:00:00,2,1,0,0,0,0
Trinity,2020-05-20T00:00:00,1,0,0,0,0,0
Tulare,2020-05-20T00:00:00,1585,73,42,3,9,3
Tuolumne,2020-05-20T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-20T00:00:00,3,0,0,0,0,0
Ventura,2020-05-20T00:00:00,879,28,36,26,12,9
Yolo,2020-05-20T00:00:00,184,22,0,0,0,0
Yuba,2020-05-20T00:00:00,23,1,1,0,0,0
Alameda,2020-05-21T00:00:00,2606,90,77,162,39,23
Alpine,2020-05-21T00:00:00,1,0,0,0,0,0
Amador,2020-05-21T00:00:00,9,0,0,0,0,0
Butte,2020-05-21T00:00:00,31,0,8,1,2,1
Calaveras,2020-05-21T00:00:00,13,0,0,1,0,1
Colusa,2020-05-21T00:00:00,4,0,0,0,0,0
Contra Costa,2020-05-21T00:00:00,1243,36,8,75,6,11
Del Norte,2020-05-21T00:00:00,9,0,0,0,0,0
El Dorado,2020-05-21T00:00:00,67,0,0,2,1,1
Fresno,2020-05-21T00:00:00,1362,22,61,57,16,4
Glenn,2020-05-21T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-21T00:00:00,79,0,4,12,1,2
Imperial,2020-05-21T00:00:00,1096,21,75,3,22,0
Inyo,2020-05-21T00:00:00,20,1,0,0,0,0
Kern,2020-05-21T00:00:00,1684,28,44,10,20,0
Kings,2020-05-21T00:00:00,417,2,21,4,5,1
Lake,2020-05-21T00:00:00,10,0,0,0,0,0
Lassen,2020-05-21T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-21T00:00:00,42063,2016,1491,614,461,95
Madera,2020-05-21T00:00:00,82,2,0,0,0,0
Marin,2020-05-21T00:00:00,359,14,4,29,0,0
Mariposa,2020-05-21T00:00:00,15,1,0,0,0,0
Mendocino,2020-05-21T00:00:00,12,0,1,0,1,0
Merced,2020-05-21T00:00:00,226,6,6,0,4,0
Modoc,2020-05-21T00:00:00,0,0,0,1,0,0
Mono,2020-05-21T00:00:00,33,1,0,0,0,0
Monterey,2020-05-21T00:00:00,363,8,8,1,4,0
Napa,2020-05-21T00:00:00,96,3,1,0,1,1
Nevada,2020-05-21T00:00:00,41,1,0,0,0,0
Orange,2020-05-21T00:00:00,4975,112,262,102,119,11
Placer,2020-05-21T00:00:00,176,9,7,59,2,7
Plumas,2020-05-21T00:00:00,4,0,0,0,0,0
Riverside,2020-05-21T00:00:00,6245,289,194,91,64,18
Sacramento,2020-05-21T00:00:00,1258,57,7,100,4,14
San Benito,2020-05-21T00:00:00,61,2,1,0,1,0
San Bernardino,2020-05-21T00:00:00,3950,164,131,93,47,16
San Diego,2020-05-21T00:00:00,6317,262,325,53,139,6
San Francisco,2020-05-21T00:00:00,2248,37,43,37,16,11
San Joaquin,2020-05-21T00:00:00,730,33,8,23,5,8
San Luis Obispo,2020-05-21T00:00:00,251,1,2,5,1,2
San Mateo,2020-05-21T00:00:00,1791,75,37,33,10,4
Santa Barbara,2020-05-21T00:00:00,1541,11,24,6,9,1
Santa Clara,2020-05-21T00:00:00,2520,139,39,60,16,8
Santa Cruz,2020-05-21T00:00:00,164,3,4,1,1,0
Shasta,2020-05-21T00:00:00,34,4,0,0,0,0
Sierra,2020-05-21T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-21T00:00:00,6,0,0,0,0,0
Solano,2020-05-21T00:00:00,424,19,18,35,7,6
Sonoma,2020-05-21T00:00:00,427,4,4,31,3,5
Stanislaus,2020-05-21T00:00:00,602,28,22,30,3,5
Sutter,2020-05-21T00:00:00,38,2,0,0,0,0
Tehama,2020-05-21T00:00:00,2,1,0,0,0,0
Trinity,2020-05-21T00:00:00,1,0,0,0,0,0
Tulare,2020-05-21T00:00:00,1606,74,39,1,8,1
Tuolumne,2020-05-21T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-21T00:00:00,2,0,0,0,0,0
Ventura,2020-05-21T00:00:00,907,29,30,19,12,3
Yolo,2020-05-21T00:00:00,185,22,0,3,0,1
Yuba,2020-05-21T00:00:00,24,1,1,0,0,0
Alameda,2020-05-22T00:00:00,2722,90,79,81,38,17
Alpine,2020-05-22T00:00:00,1,0,0,0,0,0
Amador,2020-05-22T00:00:00,9,0,0,1,0,0
Butte,2020-05-22T00:00:00,34,0,7,1,2,0
Calaveras,2020-05-22T00:00:00,13,0,0,0,0,0
Colusa,2020-05-22T00:00:00,4,0,0,0,0,0
Contra Costa,2020-05-22T00:00:00,1272,36,11,30,5,6
Del Norte,2020-05-22T00:00:00,9,0,0,0,0,0
El Dorado,2020-05-22T00:00:00,74,0,0,4,1,2
Fresno,2020-05-22T00:00:00,1399,22,64,30,20,6
Glenn,2020-05-22T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-22T00:00:00,80,2,4,13,1,1
Imperial,2020-05-22T00:00:00,1214,21,75,2,23,0
Inyo,2020-05-22T00:00:00,20,1,0,0,0,0
Kern,2020-05-22T00:00:00,1749,30,45,8,20,0
Kings,2020-05-22T00:00:00,428,2,23,5,7,1
Lake,2020-05-22T00:00:00,10,0,0,2,0,0
Lassen,2020-05-22T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-22T00:00:00,43025,2049,1490,565,470,102
Madera,2020-05-22T00:00:00,82,2,1,0,0,0
Marin,2020-05-22T00:00:00,372,14,3,3,1,1
Mariposa,2020-05-22T00:00:00,15,1,0,0,0,0
Mendocino,2020-05-22T00:00:00,13,0,1,0,1,0
Merced,2020-05-22T00:00:00,233,6,6,1,4,0
Modoc,2020-05-22T00:00:00,0,0,0,1,0,0
Mono,2020-05-22T00:00:00,34,1,0,0,0,0
Monterey,2020-05-22T00:00:00,372,8,9,1,3,1
Napa,2020-05-22T00:00:00,97,3,1,7,1,0
Nevada,2020-05-22T00:00:00,41,1,0,0,0,0
Orange,2020-05-22T00:00:00,5144,118,269,89,127,18
Placer,2020-05-22T00:00:00,181,9,6,20,3,5
Plumas,2020-05-22T00:00:00,4,0,0,0,0,0
Riverside,2020-05-22T00:00:00,6351,298,195,115,64,16
Sacramento,2020-05-22T00:00:00,1262,57,10,13,2,2
San Benito,2020-05-22T00:00:00,64,2,1,0,0,0
San Bernardino,2020-05-22T00:00:00,4107,173,125,101,44,11
San Diego,2020-05-22T00:00:00,6436,271,331,50,145,10
San Francisco,2020-05-22T00:00:00,2251,40,43,29,18,11
San Joaquin,2020-05-22T00:00:00,747,33,9,26,5,6
San Luis Obispo,2020-05-22T00:00:00,254,1,2,1,1,1
San Mateo,2020-05-22T00:00:00,1847,76,40,12,14,0
Santa Barbara,2020-05-22T00:00:00,1554,12,20,4,7,2
Santa Clara,2020-05-22T00:00:00,2537,139,36,19,18,2
Santa Cruz,2020-05-22T00:00:00,171,3,4,1,1,0
Shasta,2020-05-22T00:00:00,34,4,0,1,0,0
Sierra,2020-05-22T00:00:00,0,0,0,0,0,0
Siskiyou,2020-05-22T00:00:00,6,0,0,2,0,1
Solano,2020-05-22T00:00:00,431,20,18,16,6,1
Sonoma,2020-05-22T00:00:00,444,4,5,16,3,2
Stanislaus,2020-05-22T00:00:00,616,28,23,11,3,2
Sutter,2020-05-22T00:00:00,38,2,0,0,0,0
Tehama,2020-05-22T00:00:00,2,1,0,0,0,0
Trinity,2020-05-22T00:00:00,1,0,0,0,0,0
Tulare,2020-05-22T00:00:00,1662,75,38,1,9,1
Tuolumne,2020-05-22T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-22T00:00:00,3,0,0,0,0,0
Ventura,2020-05-22T00:00:00,937,30,29,35,12,5
Yolo,2020-05-22T00:00:00,187,22,0,0,0,0
Yuba,2020-05-22T00:00:00,24,1,1,0,0,0
Alameda,2020-05-23T00:00:00,2783,92,80,78,41,19
Alpine,2020-05-23T00:00:00,1,0,0,0,0,0
Amador,2020-05-23T00:00:00,9,0,0,0,0,0
Butte,2020-05-23T00:00:00,34,0,5,0,2,0
Calaveras,2020-05-23T00:00:00,13,0,0,0,0,0
Colusa,2020-05-23T00:00:00,4,0,0,0,0,0
Contra Costa,2020-05-23T00:00:00,1302,36,14,34,6,6
Del Norte,2020-05-23T00:00:00,10,0,0,0,0,0
El Dorado,2020-05-23T00:00:00,74,0,1,5,1,5
Fresno,2020-05-23T00:00:00,1447,22,66,37,21,6
Glenn,2020-05-23T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-23T00:00:00,80,2,4,13,1,1
Imperial,2020-05-23T00:00:00,1283,23,75,2,23,0
Inyo,2020-05-23T00:00:00,20,1,0,0,0,0
